Designator,Footprint,Layer,Center-X(mm),Center-Y(mm),Ref-X(mm),Ref-Y(mm),Pad-X(mm),Pad-Y(mm),Rotation
R26_PostIsolation2_Drive3,R0805,TopLayer,257.5731mm,145.0021mm,257.5731mm,145.0021mm,258.3981mm,145.0021mm,180
R26_PostIsolation2_Drive4,R0805,TopLayer,252.1117mm,145.0021mm,252.1117mm,145.0021mm,252.9367mm,145.0021mm,180
R26_PostIsolation3_Drive1,R0805,TopLayer,246.6503mm,145.0021mm,246.6503mm,145.0021mm,247.4753mm,145.0021mm,180
R26_PostIsolation3_Drive2,R0805,TopLayer,241.1889mm,145.0021mm,241.1889mm,145.0021mm,242.0139mm,145.0021mm,180
R26_PostIsolation3_Drive3,R0805,TopLayer,235.7275mm,145.0021mm,235.7275mm,145.0021mm,236.5525mm,145.0021mm,180
R26_PostIsolation3_Drive4,R0805,TopLayer,230.2661mm,145.0021mm,230.2661mm,145.0021mm,231.0911mm,145.0021mm,180
R26_PostIsolation4_Drive1,R0805,TopLayer,224.8047mm,144.9987mm,224.8047mm,144.9987mm,225.6297mm,144.9987mm,180
R26_PostIsolation4_Drive2,R0805,TopLayer,219.3434mm,145.0021mm,219.3434mm,145.0021mm,220.1684mm,145.0021mm,180
R26_PostIsolation4_Drive3,R0805,TopLayer,213.8820mm,145.0021mm,213.8820mm,145.0021mm,214.7070mm,145.0021mm,180
R26_PostIsolation4_Drive4,R0805,TopLayer,208.4206mm,145.0134mm,208.4206mm,145.0134mm,209.2456mm,145.0134mm,180
R26_PostIsolation5_Drive1,R0805,TopLayer,202.9592mm,145.0021mm,202.9592mm,145.0021mm,203.7842mm,145.0021mm,180
R26_PostIsolation5_Drive2,R0805,TopLayer,197.4978mm,145.0021mm,197.4978mm,145.0021mm,198.3228mm,145.0021mm,180
R26_PostIsolation5_Drive3,R0805,TopLayer,192.0364mm,145.0021mm,192.0364mm,145.0021mm,192.8614mm,145.0021mm,180
R26_PostIsolation5_Drive4,R0805,TopLayer,186.5750mm,145.0021mm,186.5750mm,145.0021mm,187.4000mm,145.0021mm,180
R26_PostIsolation6_Drive1,R0805,TopLayer,181.1136mm,145.0021mm,181.1136mm,145.0021mm,181.9386mm,145.0021mm,180
R26_PostIsolation6_Drive2,R0805,TopLayer,175.6523mm,145.0021mm,175.6523mm,145.0021mm,176.4773mm,145.0021mm,180
R26_PostIsolation6_Drive3,R0805,TopLayer,170.1909mm,145.0021mm,170.1909mm,145.0021mm,171.0159mm,145.0021mm,180
R26_PostIsolation6_Drive4,R0805,TopLayer,164.7295mm,145.0021mm,164.7295mm,145.0021mm,165.5545mm,145.0021mm,180
R26_PostIsolation7_Drive1,R0805,TopLayer,159.2681mm,145.0021mm,159.2681mm,145.0021mm,160.0931mm,145.0021mm,180
R26_PostIsolation7_Drive2,R0805,TopLayer,153.8067mm,145.0021mm,153.8067mm,145.0021mm,154.6317mm,145.0021mm,180
R26_PostIsolation7_Drive3,R0805,TopLayer,148.3453mm,145.0021mm,148.3453mm,145.0021mm,149.1703mm,145.0021mm,180
R26_PostIsolation7_Drive4,R0805,TopLayer,142.8839mm,145.0021mm,142.8839mm,145.0021mm,143.7089mm,145.0021mm,180
R26_PostIsolation8_Drive1,R0805,TopLayer,137.4226mm,145.0021mm,137.4226mm,145.0021mm,138.2475mm,145.0021mm,180
R26_PostIsolation8_Drive2,R0805,TopLayer,131.9612mm,145.0021mm,131.9612mm,145.0021mm,132.7862mm,145.0021mm,180
R26_PostIsolation8_Drive3,R0805,TopLayer,126.4998mm,145.0021mm,126.4998mm,145.0021mm,127.3248mm,145.0021mm,180
R26_PostIsolation8_Drive4,R0805,TopLayer,121.0384mm,145.0021mm,121.0384mm,145.0021mm,121.8634mm,145.0021mm,180
R26_PostIsolation9_Drive1,R0805,TopLayer,115.5770mm,145.0021mm,115.5770mm,145.0021mm,116.4020mm,145.0021mm,180
R26_PostIsolation9_Drive2,R0805,TopLayer,110.1156mm,145.0021mm,110.1156mm,145.0021mm,110.9406mm,145.0021mm,180
R26_PostIsolation9_Drive3,R0805,TopLayer,104.6542mm,145.0021mm,104.6542mm,145.0021mm,105.4792mm,145.0021mm,180
R26_PostIsolation9_Drive4,R0805,TopLayer,99.1929mm,145.0021mm,99.1929mm,145.0021mm,100.0179mm,145.0021mm,180
R27_PostIsolation1_Drive1,R0603,TopLayer,290.6917mm,161.5907mm,290.6909mm,161.5907mm,290.6917mm,160.8907mm,90
R27_PostIsolation1_Drive2,R0603,TopLayer,285.2305mm,161.5874mm,285.2296mm,161.5874mm,285.2305mm,160.8874mm,90
R27_PostIsolation1_Drive3,R0603,TopLayer,279.7658mm,161.5874mm,279.7649mm,161.5874mm,279.7658mm,160.8874mm,90
R27_PostIsolation1_Drive4,R0603,TopLayer,274.3104mm,161.5874mm,274.3095mm,161.5874mm,274.3104mm,160.8874mm,90
R27_PostIsolation10_Drive1,R0603,TopLayer,94.0820mm,161.5874mm,94.0811mm,161.5874mm,94.0820mm,160.8874mm,90
R27_PostIsolation10_Drive2,R0603,TopLayer,88.6206mm,161.5874mm,88.6197mm,161.5874mm,88.6206mm,160.8874mm,90
R27_PostIsolation10_Drive3,R0603,TopLayer,83.1592mm,161.5874mm,83.1583mm,161.5874mm,83.1592mm,160.8874mm,90
R27_PostIsolation10_Drive4,R0603,TopLayer,77.6978mm,161.5874mm,77.6969mm,161.5874mm,77.6978mm,160.8874mm,90
R27_PostIsolation11_Drive1,R0603,TopLayer,72.2364mm,161.5874mm,72.2355mm,161.5874mm,72.2364mm,160.8874mm,90
R27_PostIsolation11_Drive2,R0603,TopLayer,66.7750mm,161.5874mm,66.7741mm,161.5874mm,66.7750mm,160.8874mm,90
R27_PostIsolation11_Drive3,R0603,TopLayer,61.3136mm,161.5874mm,61.3127mm,161.5874mm,61.3136mm,160.8874mm,90
R27_PostIsolation11_Drive4,R0603,TopLayer,55.8522mm,161.5874mm,55.8513mm,161.5874mm,55.8522mm,160.8874mm,90
R27_PostIsolation12_Drive1,R0603,TopLayer,50.3909mm,161.5874mm,50.3900mm,161.5874mm,50.3909mm,160.8874mm,90
R27_PostIsolation12_Drive2,R0603,TopLayer,44.9295mm,161.5874mm,44.9286mm,161.5874mm,44.9295mm,160.8874mm,90
R27_PostIsolation12_Drive3,R0603,TopLayer,39.4681mm,161.5874mm,39.4672mm,161.5874mm,39.4681mm,160.8874mm,90
R27_PostIsolation12_Drive4,R0603,TopLayer,34.0067mm,161.5874mm,34.0058mm,161.5874mm,34.0067mm,160.8874mm,90
R27_PostIsolation2_Drive1,R0603,TopLayer,268.8463mm,161.5874mm,268.8454mm,161.5874mm,268.8463mm,160.8874mm,90
R27_PostIsolation2_Drive2,R0603,TopLayer,263.3849mm,161.5874mm,263.3840mm,161.5874mm,263.3849mm,160.8874mm,90
R27_PostIsolation2_Drive3,R0603,TopLayer,257.9235mm,161.5874mm,257.9226mm,161.5874mm,257.9235mm,160.8874mm,90
R27_PostIsolation2_Drive4,R0603,TopLayer,252.4621mm,161.5874mm,252.4613mm,161.5874mm,252.4621mm,160.8874mm,90
R27_PostIsolation3_Drive1,R0603,TopLayer,247.0008mm,161.5874mm,246.9999mm,161.5874mm,247.0008mm,160.8874mm,90
R27_PostIsolation3_Drive2,R0603,TopLayer,241.5394mm,161.5874mm,241.5385mm,161.5874mm,241.5394mm,160.8874mm,90
R27_PostIsolation3_Drive3,R0603,TopLayer,236.0780mm,161.5874mm,236.0771mm,161.5874mm,236.0780mm,160.8874mm,90
R27_PostIsolation3_Drive4,R0603,TopLayer,230.6166mm,161.5874mm,230.6157mm,161.5874mm,230.6166mm,160.8874mm,90
R27_PostIsolation4_Drive1,R0603,TopLayer,225.1552mm,161.5840mm,225.1543mm,161.5840mm,225.1552mm,160.8840mm,90
R27_PostIsolation4_Drive2,R0603,TopLayer,219.6938mm,161.5874mm,219.6929mm,161.5874mm,219.6938mm,160.8874mm,90
R27_PostIsolation4_Drive3,R0603,TopLayer,214.2324mm,161.5874mm,214.2315mm,161.5874mm,214.2324mm,160.8874mm,90
R27_PostIsolation4_Drive4,R0603,TopLayer,208.7711mm,161.5987mm,208.7702mm,161.5987mm,208.7711mm,160.8987mm,90
R27_PostIsolation5_Drive1,R0603,TopLayer,203.3097mm,161.5874mm,203.3088mm,161.5874mm,203.3097mm,160.8874mm,90
R27_PostIsolation5_Drive2,R0603,TopLayer,197.8483mm,161.5874mm,197.8474mm,161.5874mm,197.8483mm,160.8874mm,90
R27_PostIsolation5_Drive3,R0603,TopLayer,192.3869mm,161.5874mm,192.3860mm,161.5874mm,192.3869mm,160.8874mm,90
R27_PostIsolation5_Drive4,R0603,TopLayer,186.9255mm,161.5874mm,186.9246mm,161.5874mm,186.9255mm,160.8874mm,90
R27_PostIsolation6_Drive1,R0603,TopLayer,181.4641mm,161.5874mm,181.4632mm,161.5874mm,181.4641mm,160.8874mm,90
R27_PostIsolation6_Drive2,R0603,TopLayer,176.0027mm,161.5874mm,176.0018mm,161.5874mm,176.0027mm,160.8874mm,90
R27_PostIsolation6_Drive3,R0603,TopLayer,170.5414mm,161.5874mm,170.5405mm,161.5874mm,170.5414mm,160.8874mm,90
R27_PostIsolation6_Drive4,R0603,TopLayer,165.0800mm,161.5874mm,165.0791mm,161.5874mm,165.0800mm,160.8874mm,90
R27_PostIsolation7_Drive1,R0603,TopLayer,159.6186mm,161.5874mm,159.6177mm,161.5874mm,159.6186mm,160.8874mm,90
R27_PostIsolation7_Drive2,R0603,TopLayer,154.1572mm,161.5874mm,154.1563mm,161.5874mm,154.1572mm,160.8874mm,90
R27_PostIsolation7_Drive3,R0603,TopLayer,148.6958mm,161.5874mm,148.6949mm,161.5874mm,148.6958mm,160.8874mm,90
R27_PostIsolation7_Drive4,R0603,TopLayer,143.2344mm,161.5874mm,143.2335mm,161.5874mm,143.2344mm,160.8874mm,90
R27_PostIsolation8_Drive1,R0603,TopLayer,137.7730mm,161.5874mm,137.7721mm,161.5874mm,137.7730mm,160.8874mm,90
R27_PostIsolation8_Drive2,R0603,TopLayer,132.3116mm,161.5874mm,132.3108mm,161.5874mm,132.3116mm,160.8874mm,90
R27_PostIsolation8_Drive3,R0603,TopLayer,126.8503mm,161.5874mm,126.8494mm,161.5874mm,126.8503mm,160.8874mm,90
R27_PostIsolation8_Drive4,R0603,TopLayer,121.3889mm,161.5874mm,121.3880mm,161.5874mm,121.3889mm,160.8874mm,90
R27_PostIsolation9_Drive1,R0603,TopLayer,115.9275mm,161.5874mm,115.9266mm,161.5874mm,115.9275mm,160.8874mm,90
R27_PostIsolation9_Drive2,R0603,TopLayer,110.4661mm,161.5874mm,110.4652mm,161.5874mm,110.4661mm,160.8874mm,90
R27_PostIsolation9_Drive3,R0603,TopLayer,105.0047mm,161.5874mm,105.0038mm,161.5874mm,105.0047mm,160.8874mm,90
R27_PostIsolation9_Drive4,R0603,TopLayer,99.5433mm,161.5874mm,99.5424mm,161.5874mm,99.5433mm,160.8874mm,90
R28_PostIsolation1_Drive1,R0603,BottomLayer,290.7408mm,143.2020mm,290.7399mm,143.2020mm,290.7408mm,143.9020mm,270
R28_PostIsolation1_Drive2,R0603,BottomLayer,285.2796mm,143.1987mm,285.2787mm,143.1987mm,285.2796mm,143.8987mm,270
R28_PostIsolation1_Drive3,R0603,BottomLayer,279.8149mm,143.1987mm,279.8140mm,143.1987mm,279.8149mm,143.8987mm,270
R28_PostIsolation1_Drive4,R0603,BottomLayer,274.3595mm,143.1987mm,274.3586mm,143.1987mm,274.3595mm,143.8987mm,270
R28_PostIsolation10_Drive1,R0603,BottomLayer,94.1310mm,143.1987mm,94.1302mm,143.1987mm,94.1310mm,143.8987mm,270
R28_PostIsolation10_Drive2,R0603,BottomLayer,88.6697mm,143.1987mm,88.6688mm,143.1987mm,88.6697mm,143.8987mm,270
R28_PostIsolation10_Drive3,R0603,BottomLayer,83.2083mm,143.1987mm,83.2074mm,143.1987mm,83.2083mm,143.8987mm,270
R28_PostIsolation10_Drive4,R0603,BottomLayer,77.7469mm,143.1987mm,77.7460mm,143.1987mm,77.7469mm,143.8987mm,270
R28_PostIsolation11_Drive1,R0603,BottomLayer,72.2855mm,143.1987mm,72.2846mm,143.1987mm,72.2855mm,143.8987mm,270
R28_PostIsolation11_Drive2,R0603,BottomLayer,66.8241mm,143.1987mm,66.8232mm,143.1987mm,66.8241mm,143.8987mm,270
R28_PostIsolation11_Drive3,R0603,BottomLayer,61.3627mm,143.1987mm,61.3618mm,143.1987mm,61.3627mm,143.8987mm,270
R28_PostIsolation11_Drive4,R0603,BottomLayer,55.9013mm,143.1987mm,55.9004mm,143.1987mm,55.9013mm,143.8987mm,270
R28_PostIsolation12_Drive1,R0603,BottomLayer,50.4400mm,143.1987mm,50.4391mm,143.1987mm,50.4400mm,143.8987mm,270
R28_PostIsolation12_Drive2,R0603,BottomLayer,44.9786mm,143.1987mm,44.9777mm,143.1987mm,44.9786mm,143.8987mm,270
R28_PostIsolation12_Drive3,R0603,BottomLayer,39.5172mm,143.1987mm,39.5163mm,143.1987mm,39.5172mm,143.8987mm,270
R28_PostIsolation12_Drive4,R0603,BottomLayer,34.0558mm,143.1987mm,34.0549mm,143.1987mm,34.0558mm,143.8987mm,270
R28_PostIsolation2_Drive1,R0603,BottomLayer,268.8954mm,143.1987mm,268.8945mm,143.1987mm,268.8954mm,143.8987mm,270
R28_PostIsolation2_Drive2,R0603,BottomLayer,263.4340mm,143.1987mm,263.4331mm,143.1987mm,263.4340mm,143.8987mm,270
R28_PostIsolation2_Drive3,R0603,BottomLayer,257.9726mm,143.1987mm,257.9717mm,143.1987mm,257.9726mm,143.8987mm,270
R28_PostIsolation2_Drive4,R0603,BottomLayer,252.5112mm,143.1987mm,252.5103mm,143.1987mm,252.5112mm,143.8987mm,270
R28_PostIsolation3_Drive1,R0603,BottomLayer,247.0499mm,143.1987mm,247.0490mm,143.1987mm,247.0499mm,143.8987mm,270
R28_PostIsolation3_Drive2,R0603,BottomLayer,241.5885mm,143.1987mm,241.5876mm,143.1987mm,241.5885mm,143.8987mm,270
R28_PostIsolation3_Drive3,R0603,BottomLayer,236.1271mm,143.1987mm,236.1262mm,143.1987mm,236.1271mm,143.8987mm,270
R28_PostIsolation3_Drive4,R0603,BottomLayer,230.6657mm,143.1987mm,230.6648mm,143.1987mm,230.6657mm,143.8987mm,270
R28_PostIsolation4_Drive1,R0603,BottomLayer,225.2043mm,143.1953mm,225.2034mm,143.1953mm,225.2043mm,143.8953mm,270
R28_PostIsolation4_Drive2,R0603,BottomLayer,219.7429mm,143.1987mm,219.7420mm,143.1987mm,219.7429mm,143.8987mm,270
R28_PostIsolation4_Drive3,R0603,BottomLayer,214.2815mm,143.1987mm,214.2806mm,143.1987mm,214.2815mm,143.8987mm,270
R28_PostIsolation4_Drive4,R0603,BottomLayer,208.8202mm,143.2100mm,208.8193mm,143.2100mm,208.8202mm,143.9100mm,270
R28_PostIsolation5_Drive1,R0603,BottomLayer,203.3588mm,143.1987mm,203.3579mm,143.1987mm,203.3588mm,143.8987mm,270
R28_PostIsolation5_Drive2,R0603,BottomLayer,197.8974mm,143.1987mm,197.8965mm,143.1987mm,197.8974mm,143.8987mm,270
R28_PostIsolation5_Drive3,R0603,BottomLayer,192.4360mm,143.1987mm,192.4351mm,143.1987mm,192.4360mm,143.8987mm,270
R28_PostIsolation5_Drive4,R0603,BottomLayer,186.9746mm,143.1987mm,186.9737mm,143.1987mm,186.9746mm,143.8987mm,270
R28_PostIsolation6_Drive1,R0603,BottomLayer,181.5132mm,143.1987mm,181.5123mm,143.1987mm,181.5132mm,143.8987mm,270
R28_PostIsolation6_Drive2,R0603,BottomLayer,176.0518mm,143.1987mm,176.0509mm,143.1987mm,176.0518mm,143.8987mm,270
R28_PostIsolation6_Drive3,R0603,BottomLayer,170.5905mm,143.1987mm,170.5896mm,143.1987mm,170.5905mm,143.8987mm,270
R28_PostIsolation6_Drive4,R0603,BottomLayer,165.1291mm,143.1987mm,165.1282mm,143.1987mm,165.1291mm,143.8987mm,270
R28_PostIsolation7_Drive1,R0603,BottomLayer,159.6677mm,143.1987mm,159.6668mm,143.1987mm,159.6677mm,143.8987mm,270
R28_PostIsolation7_Drive2,R0603,BottomLayer,154.2063mm,143.1987mm,154.2054mm,143.1987mm,154.2063mm,143.8987mm,270
R28_PostIsolation7_Drive3,R0603,BottomLayer,148.7449mm,143.1987mm,148.7440mm,143.1987mm,148.7449mm,143.8987mm,270
R28_PostIsolation7_Drive4,R0603,BottomLayer,143.2835mm,143.1987mm,143.2826mm,143.1987mm,143.2835mm,143.8987mm,270
R28_PostIsolation8_Drive1,R0603,BottomLayer,137.8221mm,143.1987mm,137.8212mm,143.1987mm,137.8221mm,143.8987mm,270
R28_PostIsolation8_Drive2,R0603,BottomLayer,132.3608mm,143.1987mm,132.3599mm,143.1987mm,132.3608mm,143.8987mm,270
R28_PostIsolation8_Drive3,R0603,BottomLayer,126.8994mm,143.1987mm,126.8985mm,143.1987mm,126.8994mm,143.8987mm,270
R28_PostIsolation8_Drive4,R0603,BottomLayer,121.4380mm,143.1987mm,121.4371mm,143.1987mm,121.4380mm,143.8987mm,270
R28_PostIsolation9_Drive1,R0603,BottomLayer,115.9766mm,143.1987mm,115.9757mm,143.1987mm,115.9766mm,143.8987mm,270
R28_PostIsolation9_Drive2,R0603,BottomLayer,110.5152mm,143.1987mm,110.5143mm,143.1987mm,110.5152mm,143.8987mm,270
R28_PostIsolation9_Drive3,R0603,BottomLayer,105.0538mm,143.1987mm,105.0529mm,143.1987mm,105.0538mm,143.8987mm,270
R28_PostIsolation9_Drive4,R0603,BottomLayer,99.5924mm,143.1987mm,99.5915mm,143.1987mm,99.5924mm,143.8987mm,270
R29,R1206,TopLayer,301.9910mm,127.9589mm,301.9910mm,127.9589mm,303.2910mm,127.9589mm,180
R3,R0402,TopLayer,205.6838mm,88.0672mm,205.6838mm,88.0672mm,205.6838mm,87.6672mm,90
R30,R0805,TopLayer,301.9528mm,132.1778mm,301.9528mm,132.1778mm,301.1278mm,132.1778mm,0
R31,R0805,TopLayer,301.9049mm,123.2968mm,301.9049mm,123.2968mm,301.0799mm,123.2968mm,0
R32,R0402,TopLayer,281.7699mm,100.6294mm,281.7699mm,100.6294mm,282.1699mm,100.6294mm,180
R33,R0402,TopLayer,288.5453mm,103.5923mm,288.5453mm,103.5923mm,288.1453mm,103.5923mm,0
R34,R0402,TopLayer,290.3765mm,97.8088mm,290.3765mm,97.8088mm,289.9765mm,97.8088mm,0
R35,R0402,TopLayer,288.5453mm,102.7669mm,288.5453mm,102.7669mm,288.9453mm,102.7669mm,180
R36,R0402,TopLayer,281.7699mm,99.1018mm,281.7699mm,99.1018mm,281.3699mm,99.1018mm,0
R37,R0402,TopLayer,288.5453mm,101.1162mm,288.5453mm,101.1162mm,288.9453mm,101.1162mm,180
R38,R0402,TopLayer,302.5903mm,114.9704mm,302.5903mm,114.9704mm,302.5903mm,115.3704mm,270
R39,R0402,TopLayer,299.0935mm,109.3779mm,299.0935mm,109.3779mm,299.4935mm,109.3779mm,180
R4,R0402,TopLayer,207.4618mm,88.0672mm,207.4618mm,88.0672mm,207.4618mm,88.4672mm,270
R40,R0402,TopLayer,290.3641mm,98.7773mm,290.3641mm,98.7773mm,290.7641mm,98.7773mm,180
R41,R0402,TopLayer,286.5719mm,92.6821mm,286.5719mm,92.6821mm,286.5719mm,92.2821mm,90
R42,R0402,TopLayer,295.8443mm,115.1272mm,295.8443mm,115.1272mm,295.8443mm,114.7272mm,90
R43,R0805,TopLayer,298.4304mm,118.9076mm,298.4304mm,118.9076mm,299.2554mm,118.9076mm,180
R44,R0402,TopLayer,295.8443mm,111.4790mm,295.8443mm,111.4790mm,295.8443mm,111.0790mm,90
R45,R0402,TopLayer,284.9389mm,92.6821mm,284.9389mm,92.6821mm,284.9389mm,93.0821mm,270
R46,R0402,TopLayer,256.0017mm,108.8059mm,256.0017mm,108.8059mm,255.6017mm,108.8059mm,0
R47,R0402,TopLayer,256.0017mm,107.5359mm,256.0017mm,107.5359mm,255.6017mm,107.5359mm,0
R48,R0402,TopLayer,256.0017mm,106.2659mm,256.0017mm,106.2659mm,255.6017mm,106.2659mm,0
R49,R0402,TopLayer,253.5887mm,108.8059mm,253.5887mm,108.8059mm,253.1887mm,108.8059mm,0
R5,R0402,TopLayer,174.6748mm,79.8293mm,174.6748mm,79.8293mm,174.6748mm,80.2293mm,270
R50,R0402,TopLayer,253.5887mm,107.5359mm,253.5887mm,107.5359mm,253.1887mm,107.5359mm,0
R51,R0402,TopLayer,253.5887mm,106.2659mm,253.5887mm,106.2659mm,253.1887mm,106.2659mm,0
R52,R0402,TopLayer,263.3677mm,101.5669mm,263.3677mm,101.5669mm,263.3677mm,101.1669mm,90
R53,R0402,TopLayer,257.7797mm,101.5669mm,257.7797mm,101.5669mm,257.7797mm,101.1669mm,90
R54,R0402,TopLayer,260.5737mm,101.5669mm,260.5737mm,101.5669mm,260.5737mm,101.1669mm,90
R6,R0402,TopLayer,176.4105mm,79.8293mm,176.4105mm,79.8293mm,176.4105mm,80.2293mm,270
R7,R0402,TopLayer,178.1461mm,79.8293mm,178.1461mm,79.8293mm,178.1461mm,80.2293mm,270
R8,R0402,TopLayer,179.8818mm,79.8293mm,179.8818mm,79.8293mm,179.8818mm,80.2293mm,270
R9,R0402,TopLayer,174.6748mm,81.9883mm,174.6748mm,81.9883mm,174.6748mm,82.3883mm,270
U1,TQFP144_N,TopLayer,169.0370mm,106.8070mm,169.0370mm,106.8070mm,160.2870mm,96.2570mm,90
U2_PostIsolation1_Isolation1,PS2801,BottomLayer,277.6775mm,135.7350mm,277.6775mm,135.7350mm,282.1225mm,132.7100mm,90
U2_PostIsolation10_Isolation10,PS2801,BottomLayer,81.0674mm,135.7350mm,81.0674mm,135.7350mm,85.5124mm,132.7100mm,90
U2_PostIsolation11_Isolation11,PS2801,BottomLayer,59.2218mm,135.7351mm,59.2218mm,135.7351mm,63.6668mm,132.7101mm,90
U2_PostIsolation12_Isolation12,PS2801,BottomLayer,37.3763mm,135.7351mm,37.3763mm,135.7351mm,41.8213mm,132.7101mm,90
U2_PostIsolation2_Isolation2,PS2801,BottomLayer,255.8303mm,135.7355mm,255.8303mm,135.7355mm,260.2753mm,132.7105mm,90
U2_PostIsolation3_Isolation3,PS2801,BottomLayer,233.9848mm,135.7355mm,233.9848mm,135.7355mm,238.4298mm,132.7105mm,90
U2_PostIsolation4_Isolation4,PS2801,BottomLayer,212.1406mm,135.7464mm,212.1406mm,135.7464mm,216.5856mm,132.7214mm,90
U2_PostIsolation5_Isolation5,PS2801,BottomLayer,190.2951mm,135.7350mm,190.2951mm,135.7350mm,194.7401mm,132.7100mm,90
U2_PostIsolation6_Isolation6,PS2801,BottomLayer,168.4496mm,135.7350mm,168.4496mm,135.7350mm,172.8946mm,132.7100mm,90
U2_PostIsolation7_Isolation7,PS2801,BottomLayer,146.6040mm,135.7350mm,146.6040mm,135.7350mm,151.0490mm,132.7100mm,90
U2_PostIsolation8_Isolation8,PS2801,BottomLayer,124.7585mm,135.7350mm,124.7585mm,135.7350mm,129.2035mm,132.7100mm,90
U2_PostIsolation9_Isolation9,PS2801,BottomLayer,102.9129mm,135.7350mm,102.9129mm,135.7350mm,107.3579mm,132.7100mm,90
U3_PostIsolation1_Isolation1,PS2801,TopLayer,288.4343mm,135.7259mm,288.4343mm,135.7259mm,283.9893mm,132.7009mm,90
U3_PostIsolation10_Isolation10,PS2801,TopLayer,91.8242mm,135.7258mm,91.8242mm,135.7258mm,87.3792mm,132.7008mm,90
U3_PostIsolation11_Isolation11,PS2801,TopLayer,69.9787mm,135.7259mm,69.9787mm,135.7259mm,65.5337mm,132.7009mm,90
U3_PostIsolation12_Isolation12,PS2801,TopLayer,48.1331mm,135.7259mm,48.1331mm,135.7259mm,43.6881mm,132.7009mm,90
U3_PostIsolation2_Isolation2,PS2801,TopLayer,266.5872mm,135.7264mm,266.5872mm,135.7264mm,262.1422mm,132.7013mm,90
U3_PostIsolation3_Isolation3,PS2801,TopLayer,244.7416mm,135.7264mm,244.7416mm,135.7264mm,240.2966mm,132.7013mm,90
U3_PostIsolation4_Isolation4,PS2801,TopLayer,222.8975mm,135.7372mm,222.8975mm,135.7372mm,218.4525mm,132.7122mm,90
U3_PostIsolation5_Isolation5,PS2801,TopLayer,201.0519mm,135.7259mm,201.0519mm,135.7259mm,196.6069mm,132.7009mm,90
U3_PostIsolation6_Isolation6,PS2801,TopLayer,179.2064mm,135.7259mm,179.2064mm,135.7259mm,174.7614mm,132.7009mm,90
U3_PostIsolation7_Isolation7,PS2801,TopLayer,157.3608mm,135.7259mm,157.3608mm,135.7259mm,152.9158mm,132.7009mm,90
U3_PostIsolation8_Isolation8,PS2801,TopLayer,135.5153mm,135.7259mm,135.5153mm,135.7259mm,131.0703mm,132.7009mm,90
U3_PostIsolation9_Isolation9,PS2801,TopLayer,113.6697mm,135.7258mm,113.6697mm,135.7258mm,109.2248mm,132.7008mm,90
U4,TPS54620,TopLayer,285.0727mm,99.9012mm,285.0859mm,99.8968mm,283.3227mm,99.1468mm,0
U5,DS90LV048,TopLayer,260.4467mm,106.9009mm,260.4467mm,106.9009mm,258.1717mm,103.9509mm,90
Y1,OSC3225,TopLayer,169.6720mm,90.2970mm,169.6720mm,90.2970mm,168.5720mm,89.4470mm,0
